Sr_No,Location_Coordinates,Location,Hospital_Name,Address_Original_First_Line,State,District,Subdistrict,Pincode,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
24191,,"7, Barnaby Road, Kilpauk","Aditya Hospital, Kilpauk","7, Barnaby Road, Kilpauk",Tamil Nadu,Chennai,0,600010,0,044 26411447,0,0,0,0,0,0,adityahospital@gmail.com,0,www.adityahospital.co.in,"Anaesthesiology,\n Cardiology,\n Dentistry,\n Dermatology,\n Endocrinology,\n ENT,\n Gastroenterology\n Gynaecology,\n Nephrology,\n Neurology,\n Oncology,\n Ophthalmology,\n Orthopaedics,\n Pulmonology,\n Urology","Treadmil Test (Cardiac),\nMedical Clinic,\nECHO and 3D, Doppler study\nHeart, Hypertension, Diabetes and Lipid Clinic,\nECG,\nGynec and Infertility Clinic,\nTrop-I and Heart, Attack Testing\nPaediatric Clinic,\n24 Hr Laboratory Services,\nSpecialty Clinics - ENT, Skin etc\nWalk-in anytime, Blood Testing\nMedical Checkup Clinic\nAll Biochemical Tests\nLong-term Care for Debilities\nAll Culture and Sensitivity Tests\nFully-Equipped, 24Hr Casualty\nAll Biopsies\nOperation Theatre Major\nFNAC\nOperation Theatre Minor\nPregnancy Ultrasound Scan\nLaparoscopy Surgeries\nWhole Abdomen Scan\nBirthing Suites\nArterial Doppler Study\nNewborn Resuscitation Unit\nVenous Doppler Study\nNewborn Phototherapy\nSingle Organ Scan\nMedical and Cardiac ICU\nX-ray\nSurgical and Trauma ICU\nRadiology procedures\nDiabetic ICU\nPFT - Lung Function Tests\nPrivate AC Rooms\nThyroid Testing\nPrivate Non-AC Rooms\nUpper Gl Scopy\nDeluxe AC\nColonoscopy\nSemi Private\nBarium Studies\nGeneral Ward\nLaparoscopy Diagnosis\nIsolation Ward For Infections\nPAP Smear\nHysterosalpingogram\nLaryngoscopy\nDiagnostic Nasal Endoscopy\nBronchoscopy\nNarcotic Drugs and Alcohol Testing",,,,,,,,,,,,,,,0,,,,,,33,603
24192,,"241, G.S.T.Road, Chromepet",Parvathy Hospital,"241, G.S.T.Road, Chromepet",Tamil Nadu,Chennai,0,600044,0,0,0,0,0,0,0,0,,0,www.parvathyhospital.com,"Cardiology,\nCardiothoracic Surgery,\nGastroenterology,\nGeneral Medicine, Joint Replacement Surgery\nNephrology,\nNeuro Surgery,\nNeurology\nOrthopaedics,\nPlastic Surgery,\nRheumatology,\nSpine Related Disorders,\nSpine Surgery,\nVascular Surgery,","CT Scan,\nAmbulance Services, for safe transport, located at Strategic Locations,\nIntra Operative C Arm,\nIntra Operative DSA,\nPentero Ziess, Microscope\nIntra Operative CT for Computer Assisted Navigation Surgeries,\nUltra Modern ICU\nAdvanced Digital, X-Ray\nGeneral Ward,\nSuite Rooms,\nIntra Operative CT for Computer Assisted Navigation Surgeries,\nExclusive, Orthopaedic and Neuro Care Beds.\n9-bedded casualty with Hyper Baric Oxygen Chamber.\n26-bedded ICU with NegativePressure Chamber and International Quality Pendents.\n36 rooms with contemporary styled architecture / 30 Self-sufficient General Ward beds.\nAll wards and rooms have modern motorised 5-Position cots of international standards with remote control.\nOperation Theatre has Intelligent OR, fully integrated with Brain Suite Net.\nOperation Theatres with Laminor Airflow\nOperation Theatre for General Surgery",,,,,,,,,,,,,,,0,,,,,,33,603
24193,,"No: 827, Poonamallee High Road",KKR Ent Hospital and Research Institute (P) Ltd,"No: 827, Poonamallee High Road",Tamil Nadu,Chennai,0,600010,0,0,0,0,0,0,0,044 2641 2727,enquiry@kkrenthospital.org,0,http://www.kkrenthospital.org/,Ent,,,,,,,,,,,,,,,,0,,,,,,33,603
24194,,"Block No l.122/169-170,\nCPWD Quarters, Indira Nagar, Adyar\n",Adyar Dispensary,"Block No l.122/169-170,\nCPWD Quarters, Indira Nagar, Adyar\n",Tamil Nadu,Chennai,0,600020,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24195,,"Revenue Quarters, No.15, Ranganathan\nGarden, Anna Nagar",Ana Nagar Dispensary and Polyclinic Central,"Revenue Quarters, No.15, Ranganathan\nGarden, Anna Nagar",Tamil Nadu,Chennai,0,600040,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24196,,"No.64,\nThathamuthiappan Street, George Town",George Town Dispensary,"No.64,\nThathamuthiappan Street, George Town",Tamil Nadu,Chennai,0,600001,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24197,,"No.1, 1st Street,\nGopalapuram",Gopalapuram Dispensary,"No.1, 1st Street,\nGopalapuram",Tamil Nadu,Chennai,0,600086,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24198,,"Block No.6/1-5, BCG\nStaff Quarters, Guindy",Guindy Dispensary,"Block No.6/1-5, BCG\nStaff Quarters, Guindy",Tamil Nadu,Chennai,0,600032,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24199,,"GPRA Complex, CPWD Quarters, K.K.Nagar",K.K.Nagar Dispensary and Polyclinic,"GPRA Complex, CPWD Quarters, K.K.Nagar",Tamil Nadu,Chennai,0,600078,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24200,,"DGQA Complex,\nMeenambakkam",Meenambakkam Dispensary,"DGQA Complex,\nMeenambakkam",Tamil Nadu,Chennai,0,600114,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24201,,"Quarter No.16-19\n CDA Residential Complex, Nandambakkam",Nandambakkam Dispensary,"Quarter No.16-19\n CDA Residential Complex, Nandambakkam",Tamil Nadu,Chennai,0,600089,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24202,,"Nungambakkam Dispensary CandB Block, 1st\nFloor, Shastri Bhavan, Haddows Road",Nungambakkam Dispensary CandB Block,"Nungambakkam Dispensary CandB Block, 1st\nFloor, Shastri Bhavan, Haddows Road",Tamil Nadu,Chennai,0,600006,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24203,,"No 28, Perambur High\nRoad, Perambur",Perambur Dispensary,"No 28, Perambur High\nRoad, Perambur",Tamil Nadu,Chennai,0,600012,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24204,,"Kamaraj Saalai, R.A.Puram",Raja Annamalai Puram Dispensary No.6,"Kamaraj Saalai, R.A.Puram",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24205,,"Mannar Swami Koil Street, Royapuram","Royapuram Dispensary, No.108 and 109","Mannar Swami Koil Street, Royapuram",Tamil Nadu,Chennai,0,600013,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24206,,"No.54, Akbar Sahib\nStreet, Triplicane",Triplicane Dispensary,"No.54, Akbar Sahib\nStreet, Triplicane",Tamil Nadu,Chennai,0,600005,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24207,,"No.143, Perambur\nBarracks Road Vepery",Vepery Dispensary,"No.143, Perambur\nBarracks Road Vepery",Tamil Nadu,Chennai,0,600007,0,0,0,0,0,0,0,0,0,0,http://nb.bsf.gov.in/CGHS%20DIspenseries.pdf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24208,,"No.81-85, Annai Therasa Street, Indira Nagar",A.N.N.Hospital,"No.81-85, Annai Therasa Street, Indira Nagar",Tamil Nadu,Chennai,Valasaravakkam,600087,0,"044 24869301, 07299906307",0,0,0,0,0,0,annhospitals@gmail.com,0,www.annhospital.com,"Pre Conceptional Clinic, Gynaecology, Pre Marital Counseling and Family Planning,\nMenopausal Clinic, Sexual Problems, Opthalmology, Urologoy, Cancer Screening, Oncology, Infertility,\nDiabetology, Nephrology, Psychiatry, Plastic Surgeon, Paediatric surgeon, ENT and Neurology, Cardiology, Cardio thoracic Surgery",Delivery Baby\nBone and Join Replacement\nHeart and Diabetes\nDialysis / Kidney Stones\nEndoscopy and Laproscopy\nArthroscopy\nKey Hole Surgery\nDental / Facial / Plastic Surgery\nNeurology (Surgery and Medical)\nGastroenterology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24209,,"No.22/2, E.S.I.Hospital Road",Abhijay Hospital P.Ltd,"No.22/2, E.S.I.Hospital Road",Tamil Nadu,Chennai,Peravallur,600011,0,0,0,0,0,0,0,0,0,0,http://www.abhijayhospital.com/,"Obstetrics and Gynaecology, Invitro Fertilization, Cardiology, Orthopaedics, Paediatrics, Plastic Surgery,\nNeuro Surgery, Neuro Physician, Gastroenterology, Surgical Gastroenterology, Pulmonology, Diabetology, Oncology, Surgeons, Anaesthetia, Dentist, Vascular Surgery, Dermatology, Nephrology, Urology, Psychiatrics, Psychology, Physiotherapy, Dietician","General Ward, Emergency, Out Patient, In Patient, Diagnosis, Laboratory, Pharmacy, Cafeteria, Insurance, Checkups",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24210,,"7, Barnaby Road",Aditya Hospital,"7, Barnaby Road",Tamil Nadu,Chennai,Kilpauk,600010,0,0,0,0,0,0,0,0,0,0,http://www.adityahospital.co.in/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24211,,"New No.80, 7th Avenue, Ashok Nagar",Ammayi Eye Hospital,"New No.80, 7th Avenue, Ashok Nagar",Tamil Nadu,Chennai,Ashok Nagar,600093,0,0,0,0,0,0,0,0,contact@ammayieyehospital.com,0,http://www.ammayieyehospital.com/,0,"Phaco Emulsification, Intraocular Lens, Foldable IOL, Multi Focal IOL, Iridex Green Laser, Zeiss Yag Laser",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24212,,"New No.310, Mint Street, Sowcarpet",Amrit Hospital,"New No.310, Mint Street, Sowcarpet",Tamil Nadu,Chennai,0,600079,0,0,0,0,0,0,0,0,0,0,http://www.amrithospital.com/,"Ophthalmology, Obstetrics and Gynecology, Chest Medicine, Dermatology, Diabetology, ENT, General Medicine and Geriatrics, General Surgery, Orthopedics, Physiotherapy, Urology","Humpherey Visual field Analyzer, A.Scan Biometry, Computerised Refraction, Contact Lens, Glaucoma Surgery Squint",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24213,,"21, Greams Road, Off.Greams Lane",Apollo Hospital,"21, Greams Road, Off.Greams Lane",Tamil Nadu,Chennai,0,600006,0,0,0,0,0,0,0,0,enquiry@apollohospitals.com,0,http://chennai.apollohospitals.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24214,,"No.41/42, 53/54, Sathyadev Avenue, Mrc Nagar",Apollo Specialty Hospitals Private Limited,"No.41/42, 53/54, Sathyadev Avenue, Mrc Nagar",Tamil Nadu,Chennai,0,600028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24215,,"320, Anna Salai, Teynampet, Nandanam",Apollo Speciality Hospitals,"320, Anna Salai, Teynampet, Nandanam",Tamil Nadu,Chennai,Teynampet,600035,0,0,0,0,0,0,0,0,"cancercare@apollohospitals.com, apollospeciality@apollohospitals.com",0,http://chennai.apollohospitals.com/apollo-speciality-hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24216,,"320, Anna Salai",Apollo Cancer Hospital,"320, Anna Salai",Tamil Nadu,Chennai,0,600018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24217,,"22, Greams Road",Apollo Hospitals,"22, Greams Road",Tamil Nadu,Chennai,0,600006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24218,,"21, Greams Road",Apollo Hospital Enterprises Ltd,"21, Greams Road",Tamil Nadu,Chennai,0,600006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24219,,"105, C-In-C Road",Apollo Medical Centre,"105, C-In-C Road",Tamil Nadu,Chennai,0,600105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24220,,"No.3, Behind Nilgiris Department Stores, Off Dr.Radhakrishnan Road, P S Sivaswamy Salai, CIT Colony",A.V.M.Medicals ENT Research Foundation Pvt Ltd,"No.3, Behind Nilgiris Department Stores, Off Dr.Radhakrishnan Road, P S Sivaswamy Salai, CIT Colony",Tamil Nadu,Chennai,Mylapore,600004,0,0,0,0,0,0,0,0,"avmmerf@sify.com, ravikv@mail.com",0,www.avmmmerf.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"44    24994957, 24671452, 42034567",0,0,0,0,0,33,603
24221,,"No - 1201, 6th Avenue",Aashiana Hospital,"No - 1201, 6th Avenue",Tamil Nadu,Chennai,Anna Nagar,600040,0,0,0,0,0,0,0,0,info@aashianachennai.com,0,http://www.aashianachennai.com/p/home.html,"Adult Psychiatry, Child Psychiatry service offered, Geriatric psychiatric services, Psychological Services",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,33,603
24222,,"No.28, Cathedral Gardens Road, Near Hotel Palmgrove",B.R.S.Hospitals Pvt.Ltd,"No.28, Cathedral Gardens Road, Near Hotel Palmgrove",Tamil Nadu,Chennai,Nungambakkam,600034,0,0,0,0,0,0,0,0,drmadhu@brshospital.com,0,http://www.brshospital.com/,"Cardiology, Nephrology, Haematology, Neurology, Pediatrics and Neonatology, Diabetology, Oncology, Psychiatry, Dermotology, Radiology and Imaging, Orthopedic Surgery ( Trauma and Joint Replacement), General Surgery, Surgical Gastroenterology, Urology, Neuro Surgery, Opthalmology, Obstetrics and Gynaecology, Hand Injury Unit, Spine Surgery, Laparoscopic Surgery, Oncology, Surgical, Oncology, Arthoscopic Surgery, Rehabilitation",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24223,,"200, Ramakrishna Multi Road",B.S.S.Hospital,"# 200, Ramakrishna Multi Road",Tamil Nadu,Chennai,Mandaveli,600028,0,0,0,0,0,0,0,0,hospitalbss@yahoo.com,0,http://www.bsshospital.com/,0,"Pediatric and Neonatology, Gynaecology, MARC - Infertility Clinic, Plastic and Cosmetic Surgery",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24224,,"No.20, Gopathi Narayanaswami Chetty Road",Bharathi Rajaa Hospitals (P) Ltd,"No.20, Gopathi Narayanaswami Chetty Road",Tamil Nadu,Chennai,Thiyagaraya Nagar,600017,0,0,0,0,0,0,0,0,"info@brhospital.in, brhospital@gmail.com",0,http://www.brhospital.in/,"Accident and Emergency Services 24 hours, General Medicine and General Surgery, Advanced Key Hole Surgery, Geriatrice, Anaemia and Arthrits Clinic, Gastroenterology ( Medical and Surgical ), Allergy and Arthma Clinic, Gynaecology and Obstetric, Alcoho abuse Clinic, Hypertensive Clinic, Alcoho abuse Clinic, Homeopathy Clinic, Burns Unit, Hematology, Cardiology and lnterventional, Cardiology, Holistic Approach Clinic Nutritionist and Psycologist, Cardio Thoracic Surgery, Neurology and Neuro Surgery, Coronary Care Unit, Nephrology, Chest Diseases Department, Ophthalmology, Dermatology ( Skin Department ), Orthopaedic Surgery, Dental Clinic, Oncology ( Cancer Medical and Surgical ), ENT, Paediatric Surgery, Endocrinology Department, Plastic, Surgery and Cosmetic Surgery, Reiki, Psychiatry, Radiology and Sonology, Pain and Palliative Care,, Sports lnjury, Stroke Therapy Unit, Urology, Vascular Surgery, Unani",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,044 24341982,0,0,0,0,0,33,603
24225,,"52, 2nd Main Road","Billroth Hospitals, R A Puram","52, 2nd Main Road",Tamil Nadu,Chennai,Rajaannamalaipuram,600028,0,0,0,0,0,0,0,0,0,0,http://www.billrothhospitals.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24226,,"43, Lakshmi Talkies Road",Billroth Health Centre,"43, Lakshmi Talkies Road",Tamil Nadu,Chennai,Shenoy Nagar,600030,0,0,0,0,0,0,0,0,support@billroth.com,0,http://www.billrothhospitals.com/,"Oncology, Nuclear Medicine, Cardiology, Cardio Thoracic Surgery, Chest, Medicine, Orthopaedics, Gastroenterology, Obstetrics and Gynaecology, ENT, IVF, Urology and Nephrology, Neurology, Diabetology, Plastic Surgery, Paediatric Surgery, Radiology, Dental Sciences, Podiatric",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24227,,"No.52, II Main Road",Billroth Hospitals Ltd,"No.52, II Main Road",Tamil Nadu,Chennai,R.A.Puram,,0,0,0,0,0,0,0,0,0,0,http://www.billrothhospitals.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24228,,"36, 5th Main Road, Thillai Ganga Nagar",B.M.Hospital,"36, 5th Main Road, Thillai Ganga Nagar",Tamil Nadu,Chennai,Nanganallur,600061,0,"0860800 1182, 044 22672182, 044 22671182, 044 22670277, 044 22670884, 044 22670886",0,0,0,0,044 22672182,0,"dr.thiagarajan@bmhospitals.com, dr.vasundra@bmhospitals.com",0,http://bmhospitals.com/,"Intensive Care Unit, Gynecology, obstetrics and infertility, General Surgery, Medical Department, Urology, Nephrology, Gastroenterology (medical), Gastroenterology (surgical), ENT, Ophthalmology Department, Orthopaedic Department, Paediatric Department, Neuromedicine, Neuro Surgery, Plastic Surgery, Dermatology Department, Psychiatry, Chest Department, Oncology Department, Dental Department, Para Medical Facilities, 24hrs Pharmacy, X Ray, Lab, Sonology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24229,,"1, Lawyer Janardhan Street",SRI Balaji Hospital,"1, Lawyer Janardhan Street",Tamil Nadu,Chennai,Guindy,600032,0,0,0,0,0,0,0,0,0,0,http://sribalajihospital.com/,"Cardiology, Dermatology, Diabetology, Endocrinology, Gastroenterology, Intensive Care Medicine, Neurology, Paediatrics, Psychiatry, Pulmonology, Radiology,, Orthopedics, ENT, General Surgery, Neurosurgery, Obstetrics and gynaecology, Ophthalmology, Oral and Maxillofacial Surgery, Plastic and Cosmetic Surgery, Urology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24230,,"No.7, Works Road",Sree Balaji Medical College and Hospital,"No.7, Works Road",Tamil Nadu,Chennai,Chromepet,600044,0,0,0,0,0,0,0,0,sbmc  h@yahoo.com,0,http://www.sbmch.ac.in/,"Anatomy, Physiology, Biochemistry, Pathology, Microbiology, Forensic Medicne and Toxicology, Pharmacology, Paediatrics, Community Medicine, Anaesthesiology and Pain Clinic, ENT and Head Neck Surgery, Ophthalmology, General Medicine, General Surgery, Obstetrics and Gynaecology, Orthopaedics, Psychiatry, Chest and TB, Dermatology, Casualty (Accident and Emergency Medicine), Radiology and Imaging Sciences, Cardiac Care Center, Urology and Nephrology, Neuro Surgery, Neurology, Surgical Gastroenterology",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24231,,"Rajiv Gandhi Salai, Old Mahabalipuram Road",Chettinad Super Speciality Hospital,"Rajiv Gandhi Salai, Old Mahabalipuram Road",Tamil Nadu,Chennai,Kelambakkam,603103,0,105757,0,0,0,0,0,0,cssh@chettinadhealthcity.com,0,http://www.chettinadhealthcity.com/,"Cardiology, Cardio Thoracic Surgery (Paediatric), Cardio Vascular Disease and Robotic Surgery, Dermatology, Endocrinology, ENT, General Medicine, General Surgery, Geriatrics, In Vitro Fertilization / Reproductive Medicine, Nephrology, Neurosurgery, Neurology, Obstetrics and Gynaecology, Orthopaedics, Paediatrics, Psychiatry, Urology, Vascular Surgery, Plastic Surgery, Pediatric surgery, Medical Gastroenterology, Surgical Gastroenterology","Anaesthesiology, Audiometry, Chest Medicine and TB, Dentistry, Laparoscopic Surgery, Maxillofacial Surgery, Occupational Therapy, Ophthalmology, Paediatric Surgery, Physiotherapy, Speech Therapy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24232,,"No.9, Duraiswamy Nagar, IAF Road, Near Madras Christian College",Christudas Orthopaedic Speciality Hospital,"No.9, Duraiswamy Nagar, IAF Road, Near Madras Christian College",Tamil Nadu,Chennai,East Tamsaram,600059,0,0,0,0,0,0,0,0,"doctor@cosh.in, cosh  ortho@yahoo.co.in",0,http://www.cosh.in/,"Pain, Physio Back School, Internal Medicine, Rheumatology, Joint Pain, Skin, Mind, Cancer, Knee, Urology, Child, Plastic Surgery, Neuro, Gastro, Nephrology, Cardio, Diabetic, Arthroscopy, Vascular, Obesity, ENT, Eye, Endocrinolagy, Head Injury, Woman, Dental, Chest, General Surgical and Laproscopic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"044 2279 0340, 044 2239 1576, 044  2279 0340, 044 2239 1577, 044 2239 1576, 044 2239 1578",0,0,0,0,0,33,603
24233,,"No.1, 47th Street, 5th Main Road",C.M.Hospital,"No.1, 47th Street, 5th Main Road",Tamil Nadu,Chennai,Nanganallur,600 061,0,0,0,0,0,0,0,0,info@cmhospital.in,0,http://www.cmhospital.in/,"Birthing Center, Cradle Fertility Center, Surgical Center, Bone and Joint Center, Non Surgical Treatment, Multi Speciality Hospital",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24234,,"No.15, Dr.Radha Krishnan Salai",C.S.I.Kalyani Multi Speciality Hospital,"No.15, Dr.Radha Krishnan Salai",Tamil Nadu,Chennai,Mylapore,600004,0,0,0,0,0,0,0,0,csikalyanihospital@rocketmail.com,0,www.csikalyanihospital.com,"Allergy, Anaesthesiology, Cancer, Oncology, Psychiatry, Cardiology, Pulmonology, Community Health, Skin And Cosmetology, Dental, Urology, Endocrinology, Ent, Gastroenterology, General And Pediatric Surgery, General Medicine, Haematology, Nephrology, Neurology, Obstetrics andGynaecology, Opthamology, Orthopaedics, Pediatrics, Physiotherapy, Plastic Surgery","Endoscopy, Laparoscopy, Bronchoscopy, Arthroscopy, Colposcopy, Hysteroscopy, Master Health Check up, Pain Clinic, Immunization Clinic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24235,,"15, Dr.Radha Krishnan Salai",C.S.I.Kalyani  Multi Speciality Hospital,"15, Dr.Radha Krishnan Salai",Tamil Nadu,Chennai,Mylapore,600004,0,0,0,0,0,0,0,0,csikalyanihospital@rocketmail.com,0,www.csikalyanihospital.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24236,,"Old No AA-10, New No AA - 85, 2ND-Avenue, Near Roundtana Bus Stop",City Tower Hospitals,"Old No AA-10, New No AA - 85, 2ND-Avenue, Near Roundtana Bus Stop",Tamil Nadu,Chennai,Anna Nagar,600040,0,0,0,0,0,0,0,0,info@citytowerhospitals.com,0,http://www.citytowerhospitals.net/contact.asp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24237,,"NO 45, GA Road, Old Washermanpet",C.S.I.Rainy Multi Speciality Hospital,"NO 45, GA Road, Old Washermanpet",Tamil Nadu,Chennai,0,600 021,0,0,0,0,0,0,0,0,"adminoffice@csirainyhospital.com, Contact@csirainyhospital.com",0,http://csirainyhospital.com/,"Obstetrics and Gynecology, Medicine, Surgery, Pediatric, Dentistry, Ophthalmology, ENT, Orthopedic, Anesthesia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24238,,"No.-18, East Canal Bank Road, Gandhi Nagar",Cancer Institute,"No.-18, East Canal Bank Road, Gandhi Nagar",Tamil Nadu,Chennai,Adyar,600020,0,0,0,0,0,0,0,0,0,0,http://cancerinstitutewia.in/CIWIA/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24239,,"No:38, Sardar Patel Road",Cancer Institute,"No:38, Sardar Patel Road",Tamil Nadu,Chennai,Adyar,600036,0,0,0,0,0,0,0,0,0,0,http://cancerinstitutewia.in/CIWIA/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24240,,T-80 (New no.24) 5th Main Road,Darshan Eye Clinic,T-80 (New no.24) 5th Main Road,Tamil Nadu,Chennai,Anna Nagar,600040,0,0,0,0,0,0,0,0,"darshaneye@gmail.com, srinikrao@gmail.com, navinjay@yahoo.com",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
24241,,"72, Medavakkam Tank Road, Near Jamai Mosque",Deepam Eye Hospital,"72, Medavakkam Tank Road, Near Jamai Mosque",Tamil Nadu,Chennai,Kilpauk,600010,0,0,0,0,0,0,0,0,"deepameyehospital@gmail.com, contact@deepameyehospital.com",0,http://www.deepameyehospital.com/,0,"Diagnostic facilities, Surgical Facilities",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,603
